"StateAbbr","Location.ID","Location","Value","Rank","Anomaly..1901.2000.base.period.","X1901.2000.Mean","StateDesc","County"
"TN","TN-179","Washington County",58.5333,128,2.4843,56,"Tennessee","Washington County"
"TN","TN-181","Wayne County",60.8667,126,2.422,58.4,"Tennessee","Wayne County"
"TN","TN-183","Weakley County",59.5083,103,1.1304,58.4,"Tennessee","Weakley County"
"TN","TN-185","White County",59.1583,125,2.5103,56.6,"Tennessee","White County"
"TN","TN-187","Williamson County",60.2083,122,2.2714,57.9,"Tennessee","Williamson County"
"TN","TN-189","Wilson County",60.3083,119,2.0915,58.2,"Tennessee","Wilson County"
"TX","TX-001","Anderson County",65.9917,92,0.5533,65.4,"Texas","Anderson County"
"TX","TX-003","Andrews County",63.4833,111,1.5153,62,"Texas","Andrews County"
"TX","TX-005","Angelina County",66.7583,93,0.6647,66.1,"Texas","Angelina County"
"TX","TX-007","Aransas County",71.7583,108,1.4013,70.4,"Texas","Aransas County"
"TX","TX-009","Archer County",63.85,71,0.3617,63.5,"Texas","Archer County"
"TX","TX-011","Armstrong County",59.2917,99,1.3277,58,"Texas","Armstrong County"
"TX","TX-013","Atascosa County",70.7583,97,0.9242,69.8,"Texas","Atascosa County"
"TX","TX-015","Austin County",69.6917,111,1.6926,68,"Texas","Austin County"
"TX","TX-017","Bailey County",58.2333,95,1.1408,57.1,"Texas","Bailey County"
"TX","TX-019","Bandera County",67.5083,109,1.3705,66.1,"Texas","Bandera County"
"TX","TX-021","Bastrop County",68.9917,111,1.5657,67.4,"Texas","Bastrop County"
"TX","TX-023","Baylor County",63.9,77,0.5057,63.4,"Texas","Baylor County"
"TX","TX-025","Bee County",71.2583,97,0.9166,70.3,"Texas","Bee County"
"TX","TX-027","Bell County",67.2083,106,1.4643,65.7,"Texas","Bell County"
"TX","TX-029","Bexar County",69.5917,101,1.0797,68.5,"Texas","Bexar County"
"TX","TX-031","Blanco County",67.2,104,1.075,66.1,"Texas","Blanco County"
"TX","TX-033","Borden County",63.3333,79,0.4307,62.9,"Texas","Borden County"
"TX","TX-035","Bosque County",65.8,81,0.4257,65.4,"Texas","Bosque County"
"TX","TX-037","Bowie County",63.9417,95,0.8085,63.1,"Texas","Bowie County"
"TX","TX-039","Brazoria County",71.0917,119,2.1541,68.9,"Texas","Brazoria County"
"TX","TX-041","Brazos County",68,102,0.9649,67,"Texas","Brazos County"
"TX","TX-043","Brewster County",66.6833,119,2.1191,64.6,"Texas","Brewster County"
"TX","TX-045","Briscoe County",60.3917,95,1.0206,59.4,"Texas","Briscoe County"
"TX","TX-047","Brooks County",74.5833,117,2.3563,72.2,"Texas","Brooks County"
"TX","TX-049","Brown County",65.3417,99,0.9233,64.4,"Texas","Brown County"
"TX","TX-051","Burleson County",68.45,109,1.3908,67.1,"Texas","Burleson County"
"TX","TX-053","Burnet County",67.0583,102,1.0165,66,"Texas","Burnet County"
"TX","TX-055","Caldwell County",69.1583,107,1.3251,67.8,"Texas","Caldwell County"
"TX","TX-057","Calhoun County",72.2333,123,2.5463,69.7,"Texas","Calhoun County"
"TX","TX-059","Callahan County",64.175,87,0.463,63.7,"Texas","Callahan County"
"TX","TX-061","Cameron County",75.6417,121,1.9928,73.6,"Texas","Cameron County"
"TX","TX-063","Camp County",64.5333,90,0.6601,63.9,"Texas","Camp County"
"TX","TX-065","Carson County",58.1,99,1.2581,56.8,"Texas","Carson County"
"TX","TX-067","Cass County",64.475,86,0.4452,64,"Texas","Cass County"
"TX","TX-069","Castro County",57.6083,96,0.9179,56.7,"Texas","Castro County"
"TX","TX-071","Chambers County",69.9417,114,1.6897,68.3,"Texas","Chambers County"
"TX","TX-073","Cherokee County",65.9,88,0.4783,65.4,"Texas","Cherokee County"
"TX","TX-075","Childress County",62.0833,90,0.7204,61.4,"Texas","Childress County"
"TX","TX-077","Clay County",63.6333,74,0.2357,63.4,"Texas","Clay County"
"TX","TX-079","Cochran County",59.1083,95,1.0883,58,"Texas","Cochran County"
"TX","TX-081","Coke County",65.1833,106,1.2361,63.9,"Texas","Coke County"
"TX","TX-083","Coleman County",65.4917,107,1.3201,64.2,"Texas","Coleman County"
"TX","TX-085","Collin County",64.675,94,0.845,63.8,"Texas","Collin County"
"TX","TX-087","Collingsworth County",60.225,78,0.4293,59.8,"Texas","Collingsworth County"
"TX","TX-089","Colorado County",70.625,119,2.3833,68.2,"Texas","Colorado County"
"TX","TX-091","Comal County",68.4333,100,1.1136,67.3,"Texas","Comal County"
"TX","TX-093","Comanche County",65.1333,99,0.799,64.3,"Texas","Comanche County"
"TX","TX-095","Concho County",65.575,107,1.3277,64.2,"Texas","Concho County"
"TX","TX-097","Cooke County",63.4917,70,0.0551,63.4,"Texas","Cooke County"
"TX","TX-099","Coryell County",66.2917,99,0.8697,65.4,"Texas","Coryell County"
"TX","TX-101","Cottle County",62.6,79,0.3748,62.2,"Texas","Cottle County"
"TX","TX-103","Crane County",66.8417,115,2.0541,64.8,"Texas","Crane County"
"TX","TX-105","Crockett County",66.3,113,1.5377,64.8,"Texas","Crockett County"
"TX","TX-107","Crosby County",60.9583,87,0.6812,60.3,"Texas","Crosby County"
"TX","TX-109","Culberson County",63.3417,118,2.2718,61.1,"Texas","Culberson County"
"TX","TX-111","Dallam County",55.0833,84,0.5698,54.5,"Texas","Dallam County"
"TX","TX-113","Dallas County",65.9917,90,0.677,65.3,"Texas","Dallas County"
"TX","TX-115","Dawson County",62.55,92,0.6435,61.9,"Texas","Dawson County"
"TX","TX-117","Deaf Smith County",57.175,107,1.4226,55.8,"Texas","Deaf Smith County"
"TX","TX-119","Delta County",64.325,97,0.951,63.4,"Texas","Delta County"
"TX","TX-121","Denton County",65.0333,83,0.5238,64.5,"Texas","Denton County"
"TX","TX-123","DeWitt County",71.0333,117,1.9062,69.1,"Texas","DeWitt County"
"TX","TX-125","Dickens County",62.2333,78,0.4041,61.8,"Texas","Dickens County"
"TX","TX-127","Dimmit County",72.4583,113,1.7142,70.7,"Texas","Dimmit County"
"TX","TX-129","Donley County",59.55,91,0.7631,58.8,"Texas","Donley County"
"TX","TX-131","Duval County",73.0417,114,1.8558,71.2,"Texas","Duval County"
"TX","TX-133","Eastland County",64.175,82,0.4082,63.8,"Texas","Eastland County"
"TX","TX-135","Ector County",64.9083,113,1.8501,63.1,"Texas","Ector County"
"TX","TX-137","Edwards County",66.3917,103,1.2795,65.1,"Texas","Edwards County"
"TX","TX-139","Ellis County",65.9167,73,0.1317,65.8,"Texas","Ellis County"
"TX","TX-141","El Paso County",65.125,122,2.8667,62.3,"Texas","El Paso County"
"TX","TX-143","Erath County",65.3083,102,1.0828,64.2,"Texas","Erath County"
"TX","TX-145","Falls County",66.6667,96,0.8254,65.8,"Texas","Falls County"
"TX","TX-147","Fannin County",63.9167,96,0.8987,63,"Texas","Fannin County"
"TX","TX-149","Fayette County",69.8,115,1.8906,67.9,"Texas","Fayette County"
"TX","TX-151","Fisher County",64.5833,107,1.3708,63.2,"Texas","Fisher County"
"TX","TX-153","Floyd County",59.4917,81,0.5582,58.9,"Texas","Floyd County"
"TX","TX-155","Foard County",63.2917,82,0.5371,62.8,"Texas","Foard County"
"TX","TX-157","Fort Bend County",70.9833,121,2.3713,68.6,"Texas","Fort Bend County"
"TX","TX-159","Franklin County",64.275,93,0.6925,63.6,"Texas","Franklin County"
"TX","TX-161","Freestone County",66.125,86,0.3737,65.8,"Texas","Freestone County"
"TX","TX-163","Frio County",70.95,103,1.2636,69.7,"Texas","Frio County"
"TX","TX-165","Gaines County",61.8667,104,0.9808,60.9,"Texas","Gaines County"
"TX","TX-167","Galveston County",71.1917,120,2.2625,68.9,"Texas","Galveston County"
"TX","TX-169","Garza County",62.875,85,0.5889,62.3,"Texas","Garza County"
"TX","TX-171","Gillespie County",65.8083,102,0.9189,64.9,"Texas","Gillespie County"
"TX","TX-173","Glasscock County",64.5917,110,1.4005,63.2,"Texas","Glasscock County"
"TX","TX-175","Goliad County",71.2333,104,1.3831,69.9,"Texas","Goliad County"
"TX","TX-177","Gonzales County",70.0833,109,1.3994,68.7,"Texas","Gonzales County"
"TX","TX-179","Gray County",58.4333,95,1.1095,57.3,"Texas","Gray County"
"TX","TX-181","Grayson County",63.65,80,0.2794,63.4,"Texas","Grayson County"
"TX","TX-183","Gregg County",65.3417,76,0.2727,65.1,"Texas","Gregg County"
"TX","TX-185","Grimes County",68.1167,104,1.0044,67.1,"Texas","Grimes County"
"TX","TX-187","Guadalupe County",69.3667,97,1.0336,68.3,"Texas","Guadalupe County"
"TX","TX-189","Hale County",59.175,96,0.9676,58.2,"Texas","Hale County"
"TX","TX-191","Hall County",61.6083,88,0.7162,60.9,"Texas","Hall County"
"TX","TX-193","Hamilton County",65.4583,95,0.7068,64.8,"Texas","Hamilton County"
"TX","TX-195","Hansford County",57.3083,79,0.5011,56.8,"Texas","Hansford County"
"TX","TX-197","Hardeman County",62.7583,92,0.6727,62.1,"Texas","Hardeman County"
"TX","TX-199","Hardin County",68.2167,110,1.2413,67,"Texas","Hardin County"
"TX","TX-201","Harris County",70.35,117,1.8982,68.5,"Texas","Harris County"
"TX","TX-203","Harrison County",65.3917,80,0.2388,65.2,"Texas","Harrison County"
"TX","TX-205","Hartley County",56.175,87,0.8041,55.4,"Texas","Hartley County"
"TX","TX-207","Haskell County",63.9333,72,0.2914,63.6,"Texas","Haskell County"
"TX","TX-209","Hays County",68.075,106,1.2039,66.9,"Texas","Hays County"
"TX","TX-211","Hemphill County",58.075,82,0.3876,57.7,"Texas","Hemphill County"
"TX","TX-213","Henderson County",65.7833,96,0.7082,65.1,"Texas","Henderson County"
"TX","TX-215","Hidalgo County",75.3083,112,1.5243,73.8,"Texas","Hidalgo County"
"TX","TX-217","Hill County",65.9333,68,0.0949,65.8,"Texas","Hill County"
"TX","TX-219","Hockley County",59.9833,98,1.1316,58.9,"Texas","Hockley County"
"TX","TX-221","Hood County",65.5583,85,0.4752,65.1,"Texas","Hood County"
"TX","TX-223","Hopkins County",64.5667,98,1.0317,63.5,"Texas","Hopkins County"
"TX","TX-225","Houston County",66.175,55,-0.0389,66.2,"Texas","Houston County"
"TX","TX-227","Howard County",64.3,99,0.8478,63.5,"Texas","Howard County"
"TX","TX-229","Hudspeth County",62.925,121,2.4003,60.5,"Texas","Hudspeth County"
"TX","TX-231","Hunt County",64.65,103,1.1699,63.5,"Texas","Hunt County"
"TX","TX-233","Hutchinson County",58.925,97,1.0984,57.8,"Texas","Hutchinson County"
"TX","TX-235","Irion County",65.3083,107,1.4001,63.9,"Texas","Irion County"
"TX","TX-237","Jack County",63.95,85,0.5448,63.4,"Texas","Jack County"
"TX","TX-239","Jackson County",71.675,123,2.6655,69,"Texas","Jackson County"
"TX","TX-241","Jasper County",67.4333,109,1.2927,66.1,"Texas","Jasper County"
"TX","TX-243","Jeff Davis County",62.5333,121,2.4112,60.1,"Texas","Jeff Davis County"
"TX","TX-245","Jefferson County",69.7583,118,1.7933,68,"Texas","Jefferson County"
"TX","TX-247","Jim Hogg County",74.3583,116,2.2115,72.1,"Texas","Jim Hogg County"
"TX","TX-249","Jim Wells County",73.4083,115,2.0527,71.4,"Texas","Jim Wells County"
"TX","TX-251","Johnson County",65.4,67,0.1058,65.3,"Texas","Johnson County"
"TX","TX-253","Jones County",64.1583,74,0.2679,63.9,"Texas","Jones County"
"TX","TX-255","Karnes County",70.6083,99,1.0807,69.5,"Texas","Karnes County"
"TX","TX-257","Kaufman County",65.3917,80,0.2831,65.1,"Texas","Kaufman County"
"TX","TX-259","Kendall County",67.0833,103,1.0401,66,"Texas","Kendall County"
"TX","TX-261","Kenedy County",74.5167,117,2.2567,72.3,"Texas","Kenedy County"
"TX","TX-263","Kent County",63.875,97,0.9319,62.9,"Texas","Kent County"
"TX","TX-265","Kerr County",65.7417,105,1.1677,64.6,"Texas","Kerr County"
"TX","TX-267","Kimble County",65.95,115,1.8286,64.1,"Texas","Kimble County"
"TX","TX-269","King County",63.6333,93,0.7636,62.9,"Texas","King County"
"TX","TX-271","Kinney County",69.5667,95,0.7913,68.8,"Texas","Kinney County"
"TX","TX-273","Kleberg County",74.275,123,2.8532,71.4,"Texas","Kleberg County"
"TX","TX-275","Knox County",63.9083,82,0.5601,63.3,"Texas","Knox County"
"TX","TX-277","Lamar County",63.6083,92,0.647,63,"Texas","Lamar County"
"TX","TX-279","Lamb County",58.6083,92,0.9026,57.7,"Texas","Lamb County"
"TX","TX-281","Lampasas County",66.3083,99,0.8985,65.4,"Texas","Lampasas County"
"TX","TX-283","La Salle County",72.0417,101,1.1526,70.9,"Texas","La Salle County"
"TX","TX-285","Lavaca County",71.2,122,2.7192,68.5,"Texas","Lavaca County"
"TX","TX-287","Lee County",68.6667,114,1.6061,67.1,"Texas","Lee County"
"TX","TX-289","Leon County",66.3083,77,0.1597,66.1,"Texas","Leon County"
"TX","TX-291","Liberty County",69.0333,109,1.3198,67.7,"Texas","Liberty County"
"TX","TX-293","Limestone County",66.125,83,0.3727,65.8,"Texas","Limestone County"
"TX","TX-295","Lipscomb County",57.15,74,0.1628,57,"Texas","Lipscomb County"
"TX","TX-297","Live Oak County",71.6167,99,1.0152,70.6,"Texas","Live Oak County"
"TX","TX-299","Llano County",67.375,110,1.411,66,"Texas","Llano County"
"TX","TX-301","Loving County",65.975,120,2.4223,63.6,"Texas","Loving County"
"TX","TX-303","Lubbock County",60.7833,108,1.4746,59.3,"Texas","Lubbock County"
"TX","TX-305","Lynn County",61.7083,100,0.9544,60.8,"Texas","Lynn County"
"TX","TX-307","McCulloch County",66.05,108,1.5217,64.5,"Texas","McCulloch County"
"TX","TX-309","McLennan County",66.3667,89,0.5953,65.8,"Texas","McLennan County"
"TX","TX-311","McMullen County",71.7167,97,1.0012,70.7,"Texas","McMullen County"
"TX","TX-313","Madison County",67.0167,85,0.3423,66.7,"Texas","Madison County"
"TX","TX-315","Marion County",65,78,0.2068,64.8,"Texas","Marion County"
"TX","TX-317","Martin County",64.3333,109,1.4388,62.9,"Texas","Martin County"
"TX","TX-319","Mason County",66.3,108,1.3065,65,"Texas","Mason County"
"TX","TX-321","Matagorda County",71.3917,122,2.3326,69.1,"Texas","Matagorda County"
"TX","TX-323","Maverick County",71.8833,109,1.4237,70.5,"Texas","Maverick County"
"TX","TX-325","Medina County",69.75,108,1.4024,68.3,"Texas","Medina County"
"TX","TX-327","Menard County",65.45,115,1.8341,63.6,"Texas","Menard County"
"TX","TX-329","Midland County",65.4833,117,2.1328,63.4,"Texas","Midland County"
"TX","TX-331","Milam County",67.6833,109,1.4232,66.3,"Texas","Milam County"
"TX","TX-333","Mills County",65.525,98,0.8373,64.7,"Texas","Mills County"
"TX","TX-335","Mitchell County",64.9333,108,1.3751,63.6,"Texas","Mitchell County"
"TX","TX-337","Montague County",63.525,80,0.362,63.2,"Texas","Montague County"
"TX","TX-339","Montgomery County",69.1417,111,1.5907,67.6,"Texas","Montgomery County"
"TX","TX-341","Moore County",57.575,94,0.9331,56.6,"Texas","Moore County"
"TX","TX-343","Morris County",64.3167,85,0.4988,63.8,"Texas","Morris County"
"TX","TX-345","Motley County",61.4333,68,0.1655,61.3,"Texas","Motley County"
"TX","TX-347","Nacogdoches County",66.3167,94,0.7218,65.6,"Texas","Nacogdoches County"
"TX","TX-349","Navarro County",66.0417,73,0.2706,65.8,"Texas","Navarro County"
"TX","TX-351","Newton County",67.4417,111,1.3693,66.1,"Texas","Newton County"
"TX","TX-353","Nolan County",64.3083,109,1.4973,62.8,"Texas","Nolan County"
"TX","TX-355","Nueces County",73.625,119,2.3833,71.2,"Texas","Nueces County"
"TX","TX-357","Ochiltree County",57.5333,83,0.6363,56.9,"Texas","Ochiltree County"
"TX","TX-359","Oldham County",57.45,90,0.8801,56.6,"Texas","Oldham County"
"TX","TX-361","Orange County",69.1167,119,1.7016,67.4,"Texas","Orange County"
"TX","TX-363","Palo Pinto County",64.8167,86,0.5711,64.2,"Texas","Palo Pinto County"
"TX","TX-365","Panola County",65.7667,79,0.3471,65.4,"Texas","Panola County"
"TX","TX-367","Parker County",64.8333,81,0.3232,64.5,"Texas","Parker County"
"TX","TX-369","Parmer County",57.7333,109,1.6022,56.1,"Texas","Parmer County"
"TX","TX-371","Pecos County",65.975,117,2.1347,63.8,"Texas","Pecos County"
"TX","TX-373","Polk County",67.1333,74,0.4178,66.7,"Texas","Polk County"
"TX","TX-375","Potter County",58.275,98,1.2429,57,"Texas","Potter County"
"TX","TX-377","Presidio County",66,122,2.4814,63.5,"Texas","Presidio County"
"TX","TX-379","Rains County",64.925,96,1.0716,63.9,"Texas","Rains County"
"TX","TX-381","Randall County",57.9167,104,1.2953,56.6,"Texas","Randall County"
"TX","TX-383","Reagan County",65.2333,113,1.6188,63.6,"Texas","Reagan County"
"TX","TX-385","Real County",66.7167,107,1.2962,65.4,"Texas","Real County"
"TX","TX-387","Red River County",63.575,97,0.8471,62.7,"Texas","Red River County"
"TX","TX-389","Reeves County",66.2333,119,2.5202,63.7,"Texas","Reeves County"
"TX","TX-391","Refugio County",71.4333,104,1.1957,70.2,"Texas","Refugio County"
"TX","TX-393","Roberts County",58.575,96,0.9379,57.6,"Texas","Roberts County"
"TX","TX-395","Robertson County",67.0583,94,0.7567,66.3,"Texas","Robertson County"
"TX","TX-397","Rockwall County",65.2,96,0.8502,64.3,"Texas","Rockwall County"
"TX","TX-399","Runnels County",64.9083,92,0.7222,64.2,"Texas","Runnels County"
"TX","TX-401","Rusk County",65.8,90,0.4953,65.3,"Texas","Rusk County"
"TX","TX-403","Sabine County",66.725,111,1.3195,65.4,"Texas","Sabine County"
"TX","TX-405","San Augustine County",66.6167,105,1.0273,65.6,"Texas","San Augustine County"
"TX","TX-407","San Jacinto County",67.8917,92,0.7246,67.2,"Texas","San Jacinto County"
"TX","TX-409","San Patricio County",72.2333,107,1.3509,70.9,"Texas","San Patricio County"
"TX","TX-411","San Saba County",66.4917,108,1.3803,65.1,"Texas","San Saba County"
"TX","TX-413","Schleicher County",65.1583,110,1.4833,63.7,"Texas","Schleicher County"
"TX","TX-415","Scurry County",63.95,102,1.1206,62.8,"Texas","Scurry County"
"TX","TX-417","Shackelford County",64.225,71,0.2341,64,"Texas","Shackelford County"
"TX","TX-419","Shelby County",65.6333,76,0.3125,65.3,"Texas","Shelby County"
"TX","TX-421","Sherman County",56.6417,87,0.6147,56,"Texas","Sherman County"
"TX","TX-423","Smith County",65.4417,97,0.7801,64.7,"Texas","Smith County"
"TX","TX-425","Somervell County",65.75,86,0.4718,65.3,"Texas","Somervell County"
"TX","TX-427","Starr County",75.3667,116,1.9393,73.4,"Texas","Starr County"
"TX","TX-429","Stephens County",64.175,78,0.2901,63.9,"Texas","Stephens County"
"TX","TX-431","Sterling County",64.8083,110,1.3406,63.5,"Texas","Sterling County"
"TX","TX-433","Stonewall County",64.1417,89,0.7249,63.4,"Texas","Stonewall County"
"TX","TX-435","Sutton County",65.925,112,1.7691,64.2,"Texas","Sutton County"
"TX","TX-437","Swisher County",58.2917,91,0.7933,57.5,"Texas","Swisher County"
"TX","TX-439","Tarrant County",65.725,80,0.413,65.3,"Texas","Tarrant County"
"TX","TX-441","Taylor County",64.175,87,0.6142,63.6,"Texas","Taylor County"
"TX","TX-443","Terrell County",67.6,112,1.5246,66.1,"Texas","Terrell County"
"TX","TX-445","Terry County",61.0167,97,0.8729,60.1,"Texas","Terry County"
"TX","TX-447","Throckmorton County",64.1,78,0.4274,63.7,"Texas","Throckmorton County"
"TX","TX-449","Titus County",64.3167,94,0.8563,63.5,"Texas","Titus County"
"TX","TX-451","Tom Green County",65.5583,103,1.1437,64.4,"Texas","Tom Green County"
"TX","TX-453","Travis County",68.3833,110,1.3229,67.1,"Texas","Travis County"
"TX","TX-455","Trinity County",66.4417,51,-0.0753,66.5,"Texas","Trinity County"
"TX","TX-457","Tyler County",67.0583,100,0.7938,66.3,"Texas","Tyler County"
"TX","TX-459","Upshur County",64.7917,83,0.4081,64.4,"Texas","Upshur County"
"TX","TX-461","Upton County",66.175,115,1.8377,64.3,"Texas","Upton County"
"TX","TX-463","Uvalde County",69.5917,101,1.1733,68.4,"Texas","Uvalde County"
"TX","TX-465","Val Verde County",68.575,101,1.0763,67.5,"Texas","Val Verde County"
"TX","TX-467","Van Zandt County",65.15,95,0.7093,64.4,"Texas","Van Zandt County"
"TX","TX-469","Victoria County",71.6833,121,2.2379,69.4,"Texas","Victoria County"
"TX","TX-471","Walker County",67.3167,76,0.2973,67,"Texas","Walker County"
"TX","TX-473","Waller County",69.6333,112,1.7516,67.9,"Texas","Waller County"
"TX","TX-475","Ward County",66.85,117,2.4547,64.4,"Texas","Ward County"
"TX","TX-477","Washington County",68.8833,109,1.381,67.5,"Texas","Washington County"
"TX","TX-479","Webb County",73.1917,110,1.5552,71.6,"Texas","Webb County"
"TX","TX-481","Wharton County",71.1,122,2.3621,68.7,"Texas","Wharton County"
"TX","TX-483","Wheeler County",59.15,87,0.7527,58.4,"Texas","Wheeler County"
"TX","TX-485","Wichita County",63.3583,79,0.3642,63,"Texas","Wichita County"
"TX","TX-487","Wilbarger County",63.2667,86,0.5213,62.7,"Texas","Wilbarger County"
"TX","TX-489","Willacy County",74.8333,113,1.6902,73.1,"Texas","Willacy County"
"TX","TX-491","Williamson County",67.675,109,1.3086,66.4,"Texas","Williamson County"
"TX","TX-493","Wilson County",70.1417,96,0.987,69.2,"Texas","Wilson County"
"TX","TX-495","Winkler County",65.5333,118,2.2352,63.3,"Texas","Winkler County"
"TX","TX-497","Wise County",64.4667,86,0.53,63.9,"Texas","Wise County"
"TX","TX-499","Wood County",64.9833,99,1.0223,64,"Texas","Wood County"
"TX","TX-501","Yoakum County",60.2667,103,1.186,59.1,"Texas","Yoakum County"
"TX","TX-503","Young County",64.0583,79,0.4822,63.6,"Texas","Young County"
"TX","TX-505","Zapata County",75.175,119,2.1642,73,"Texas","Zapata County"
"TX","TX-507","Zavala County",71.6,109,1.4635,70.1,"Texas","Zavala County"
"UT","UT-001","Beaver County",48.2,70,0.3335,47.9,"Utah","Beaver County"
"UT","UT-003","Box Elder County",47.0417,51,0.0051,47,"Utah","Box Elder County"
"UT","UT-005","Cache County",42.8167,67,0.2812,42.5,"Utah","Cache County"
"UT","UT-007","Carbon County",43.8167,71,0.3974,43.4,"Utah","Carbon County"
"UT","UT-009","Daggett County",39.8917,39,-0.6058,40.5,"Utah","Daggett County"
"UT","UT-011","Davis County",48.925,89,0.95,48,"Utah","Davis County"
"UT","UT-013","Duchesne County",40.825,74,0.5683,40.3,"Utah","Duchesne County"
"UT","UT-015","Emery County",49.75,80,0.6445,49.1,"Utah","Emery County"
"UT","UT-017","Garfield County",47.925,78,0.56,47.4,"Utah","Garfield County"
"UT","UT-019","Grand County",50.6583,93,1.2997,49.4,"Utah","Grand County"
"UT","UT-021","Iron County",47.7167,60,0.0887,47.6,"Utah","Iron County"
"UT","UT-023","Juab County",49.2667,57,0.0721,49.2,"Utah","Juab County"
"UT","UT-025","Kane County",51.7,73,0.4534,51.2,"Utah","Kane County"
"UT","UT-027","Millard County",50,57,0.1257,49.9,"Utah","Millard County"
"UT","UT-029","Morgan County",43.4417,82,0.8729,42.6,"Utah","Morgan County"
"UT","UT-031","Piute County",42.9,72,0.3789,42.5,"Utah","Piute County"
"UT","UT-033","Rich County",38.8833,43,-0.4897,39.4,"Utah","Rich County"
"UT","UT-035","Salt Lake County",48.875,98,1.1677,47.7,"Utah","Salt Lake County"
"UT","UT-037","San Juan County",52.2417,73,0.5542,51.7,"Utah","San Juan County"
"UT","UT-039","Sanpete County",43.5917,78,0.47,43.1,"Utah","Sanpete County"
"UT","UT-041","Sevier County",43.8083,47,-0.1341,43.9,"Utah","Sevier County"
"UT","UT-043","Summit County",37.7583,55,-0.0067,37.8,"Utah","Summit County"
"UT","UT-045","Tooele County",49.575,48,-0.3218,49.9,"Utah","Tooele County"
"UT","UT-047","Uintah County",44.7583,73,0.3947,44.4,"Utah","Uintah County"
"UT","UT-049","Utah County",46.2,75,0.4392,45.8,"Utah","Utah County"
"UT","UT-051","Wasatch County",40.2333,61,0.2093,40,"Utah","Wasatch County"
"UT","UT-053","Washington County",54.5583,41,-0.3228,54.9,"Utah","Washington County"
"UT","UT-055","Wayne County",50.3,81,0.7006,49.6,"Utah","Wayne County"
"UT","UT-057","Weber County",45.4417,76,0.7507,44.7,"Utah","Weber County"
"VA","VA-001","Accomack County",59.8417,126,3.2758,56.6,"Virginia","Accomack County"
"VA","VA-003","Albemarle County",57.7083,124,3.0752,54.6,"Virginia","Albemarle County"
"VA","VA-005","Alleghany County",54.2333,121,1.9384,52.3,"Virginia","Alleghany County"
"VA","VA-007","Amelia County",59.4833,127,2.7716,56.7,"Virginia","Amelia County"
"VA","VA-009","Amherst County",56.55,120,2.1732,54.4,"Virginia","Amherst County"
"VA","VA-011","Appomattox County",57.8167,123,2.5212,55.3,"Virginia","Appomattox County"
"VA","VA-013","Arlington County",58.0333,124,3.0811,55,"Virginia","Arlington County"
"VA","VA-015","Augusta County",54.5083,125,2.6652,51.8,"Virginia","Augusta County"
"VA","VA-017","Bath County",53.5333,123,2.3353,51.2,"Virginia","Bath County"
"VA","VA-019","Bedford County",57.4583,121,2.1979,55.3,"Virginia","Bedford County"
"VA","VA-021","Bland County",53.1333,126,2.3463,50.8,"Virginia","Bland County"
"VA","VA-023","Botetourt County",56.125,119,1.7402,54.4,"Virginia","Botetourt County"
"VA","VA-025","Brunswick County",60.4833,128,3.1296,57.4,"Virginia","Brunswick County"
"VA","VA-027","Buchanan County",56.0167,128,2.5325,53.5,"Virginia","Buchanan County"
"VA","VA-029","Buckingham County",58.5667,126,2.8263,55.7,"Virginia","Buckingham County"
"VA","VA-031","Campbell County",57.9417,123,2.6362,55.3,"Virginia","Campbell County"
"VA","VA-033","Caroline County",58.6833,125,2.737,55.9,"Virginia","Caroline County"
"VA","VA-035","Carroll County",54.325,125,2.6513,51.7,"Virginia","Carroll County"
"VA","VA-036","Charles City County",61.175,128,2.7184,58.5,"Virginia","Charles City County"
"VA","VA-037","Charlotte County",58.6667,126,2.7113,56,"Virginia","Charlotte County"
"VA","VA-041","Chesterfield County",59.9167,126,2.493,57.4,"Virginia","Chesterfield County"
"VA","VA-043","Clarke County",55.1583,121,2.5355,52.6,"Virginia","Clarke County"
"VA","VA-045","Craig County",54.2167,121,1.9663,52.3,"Virginia","Craig County"
"VA","VA-047","Culpeper County",57.0917,124,2.8661,54.2,"Virginia","Culpeper County"
"VA","VA-049","Cumberland County",59.05,127,2.8205,56.2,"Virginia","Cumberland County"
"VA","VA-051","Dickenson County",55.9,126,2.3948,53.5,"Virginia","Dickenson County"
"VA","VA-053","Dinwiddie County",60.425,128,2.9742,57.5,"Virginia","Dinwiddie County"
"VA","VA-057","Essex County",59.3333,124,2.5876,56.7,"Virginia","Essex County"
"VA","VA-059","Fairfax County",57.7083,124,3.1532,54.6,"Virginia","Fairfax County"
"VA","VA-061","Fauquier County",56.55,124,3.1098,53.4,"Virginia","Fauquier County"
"VA","VA-063","Floyd County",53.4333,123,2.4118,51,"Virginia","Floyd County"
"VA","VA-065","Fluvanna County",58.55,126,2.9196,55.6,"Virginia","Fluvanna County"
"VA","VA-067","Franklin County",57.7083,126,2.5683,55.1,"Virginia","Franklin County"
"VA","VA-069","Frederick County",54.425,119,2.4723,52,"Virginia","Frederick County"
"VA","VA-071","Giles County",53.7917,126,2.2391,51.6,"Virginia","Giles County"
"VA","VA-073","Gloucester County",60.8917,128,2.8674,58,"Virginia","Gloucester County"
"VA","VA-075","Goochland County",58.65,123,2.5353,56.1,"Virginia","Goochland County"
"VA","VA-077","Grayson County",52.4083,126,2.6698,49.7,"Virginia","Grayson County"
