County,State,Population,ALAND_SQMI,PopulationDensity
Terrell County,Texas,776,2357.958,0
Reeves County,Texas,"15,976",2635.354,6
Crockett County,Texas,"3,464",2807.324,1
Val Verde County,Texas,"49,025",3144.75,16
Webb County,Texas,"276,652",3361.478,82
Culberson County,Texas,"2,171",3812.156,1
Presidio County,Texas,"6,704",3855.252,2
Hudspeth County,Texas,"4,886",4570.525,1
Pecos County,Texas,"15,823",4763.835,3
Brewster County,Texas,"9,203",6183.762,1
Davis County,Utah,"355,481",299.065,1189
Weber County,Utah,"260,213",576.272,452
Morgan County,Utah,"12,124",609.169,20
Daggett County,Utah,950,696.986,1
Salt Lake County,Utah,"1,160,437",742.067,1564
Piute County,Utah,"1,479",758.438,2
Rich County,Utah,"2,483",1028.847,2
Cache County,Utah,"128,289",1164.731,110
Wasatch County,Utah,"34,091",1177.015,29
Carbon County,Utah,"20,463",1479.184,14
Sanpete County,Utah,"30,939",1589.931,19
Summit County,Utah,"42,145",1870.579,23
Sevier County,Utah,"21,620",1910.434,11
Utah County,Utah,"636,235",2004.068,317
Washington County,Utah,"177,556",2427.439,73
Wayne County,Utah,"2,711",2461.02,1
Beaver County,Utah,"6,710",2582.901,3
Duchesne County,Utah,"19,938",3235.344,6
Iron County,Utah,"54,839",3296.337,17
Juab County,Utah,"12,017",3391.679,4
Grand County,Utah,"9,754",3672.744,3
Kane County,Utah,"7,886",3989.946,2
Emery County,Utah,"10,012",4462.277,2
Uintah County,Utah,"35,734",4482.384,8
Garfield County,Utah,"5,051",5175.149,1
Box Elder County,Utah,"56,046",5745.593,10
Millard County,Utah,"13,188",6785.5,2
Tooele County,Utah,"72,259",6941.946,10
San Juan County,Utah,"15,308",7819.842,2
Grand Isle County,Vermont,"7,235",81.808,88
Lamoille County,Vermont,"25,362",458.87,55
Chittenden County,Vermont,"163,774",536.586,305
Franklin County,Vermont,"49,402",634.123,78
Caledonia County,Vermont,"29,993",649.019,46
Essex County,Vermont,"6,163",663.599,9
Bennington County,Vermont,"35,470",674.996,53
Orange County,Vermont,"28,892",687.028,42
Washington County,Vermont,"58,409",687.043,85
Orleans County,Vermont,"27,037",693.573,39
Addison County,Vermont,"36,777",766.328,48
Windham County,Vermont,"42,222",785.509,54
Rutland County,Vermont,"58,191",929.819,63
Windsor County,Vermont,"55,062",969.578,57
Falls Church city,Virginia,"14,617",2.046,7144
Lexington city,Virginia,"7,446",2.499,2980
Manassas Park city,Virginia,"17,478",2.525,6922
Covington city,Virginia,"5,538",5.469,1013
Fairfax city,Virginia,"24,019",6.24,3849
Buena Vista city,Virginia,"6,478",6.438,1006
Emporia city,Virginia,"5,346",6.904,774
Norton city,Virginia,"3,981",7.477,532
Colonial Heights city,Virginia,"17,370",7.519,2310
Galax city,Virginia,"6,347",8.236,771
Franklin city,Virginia,"7,967",8.277,963
Williamsburg city,Virginia,"14,954",8.94,1673
Winchester city,Virginia,"28,078",9.193,3054
Radford city,Virginia,"18,249",9.676,1886
Manassas city,Virginia,"41,085",9.849,4171
Charlottesville city,Virginia,"47,266",10.245,4614
Hopewell city,Virginia,"22,529",10.354,2176
Fredericksburg city,Virginia,"29,036",10.451,2778
Martinsville city,Virginia,"12,554",10.956,1146
Bristol city,Virginia,"16,762",12.904,1299
Salem city,Virginia,"25,301",14.518,1743
Alexandria city,Virginia,"159,428",14.934,10676
Waynesboro city,Virginia,"22,630",14.97,1512
Poquoson city,Virginia,"12,271",15.381,798
Harrisonburg city,Virginia,"53,016",17.339,3058
Staunton city,Virginia,"24,932",19.92,1252
Petersburg city,Virginia,"31,346",22.72,1380
Arlington County,Virginia,"236,842",25.997,9110
Portsmouth city,Virginia,"94,398",33.301,2835
Roanoke city,Virginia,"99,143",42.521,2332
Danville city,Virginia,"40,044",42.797,936
Lynchburg city,Virginia,"82,168",48.974,1678
Hampton city,Virginia,"134,510",51.458,2614
Norfolk city,Virginia,"242,742",53.275,4556
Richmond city,Virginia,"230,436",59.923,3846
Newport News city,Virginia,"179,225",68.992,2598
Mathews County,Virginia,"8,834",85.91,103
York County,Virginia,"68,280",104.609,653
Middlesex County,Virginia,"10,582",130.33,81
Lancaster County,Virginia,"10,603",133.297,80
James City County,Virginia,"76,523",142.365,538
Greene County,Virginia,"19,819",155.933,127
Clarke County,Virginia,"14,619",175.933,83
King George County,Virginia,"26,836",179.628,149
Charles City County,Virginia,"6,963",182.901,38
Northumberland County,Virginia,"12,095",191.44,63
Richmond County,Virginia,"9,023",191.478,47
New Kent County,Virginia,"23,091",210.036,110
Northampton County,Virginia,"11,710",211.719,55
Warren County,Virginia,"40,164",214.534,187
Gloucester County,Virginia,"37,348",217.81,171
Westmoreland County,Virginia,"18,015",229.326,79
Henrico County,Virginia,"330,818",233.676,1416
Virginia Beach city,Virginia,"449,974",244.723,1839
Roanoke County,Virginia,"94,186",250.544,376
Essex County,Virginia,"10,953",257.088,43
Powhatan County,Virginia,"29,652",260.205,114
Prince George County,Virginia,"38,353",265.342,145
Rappahannock County,Virginia,"7,370",266.372,28
Stafford County,Virginia,"152,882",269.205,568
King William County,Virginia,"17,148",273.928,63
Surry County,Virginia,"6,422",278.949,23
Goochland County,Virginia,"23,753",280.631,85
Fluvanna County,Virginia,"27,270",287.117,95
Greensville County,Virginia,"11,336",295.227,38
Cumberland County,Virginia,"9,932",297.502,33
Page County,Virginia,"23,902",310.021,77
Nottoway County,Virginia,"15,232",314.39,48
King and Queen County,Virginia,"7,025",315.163,22
Isle of Wight County,Virginia,"37,109",315.68,118
Pulaski County,Virginia,"34,027",319.838,106
Madison County,Virginia,"13,261",320.638,41
Craig County,Virginia,"5,131",328.098,16
Dickenson County,Virginia,"14,318",330.451,43
Appomattox County,Virginia,"15,911",334.219,48
Prince William County,Virginia,"470,335",335.745,1401
Chesapeake city,Virginia,"244,835",338.51,723
Orange County,Virginia,"37,051",341.112,109
Prince Edward County,Virginia,"22,802",349.961,65
Amelia County,Virginia,"13,145",355.36,37
Giles County,Virginia,"16,720",357.224,47
Bland County,Virginia,"6,280",357.651,18
Culpeper County,Virginia,"52,605",379.187,139
Floyd County,Virginia,"15,749",380.923,41
Henry County,Virginia,"50,557",382.351,132
Montgomery County,Virginia,"98,535",386.844,255
Fairfax County,Virginia,"1,147,532",391.007,2935
Suffolk city,Virginia,"92,108",399.153,231
Spotsylvania County,Virginia,"136,215",401.503,339
Wise County,Virginia,"37,383",403.439,93
Frederick County,Virginia,"89,313",413.169,216
Highland County,Virginia,"2,190",415.163,5
Chesterfield County,Virginia,"352,802",423.556,833
Lunenburg County,Virginia,"12,196",431.7,28
Lee County,Virginia,"23,423",435.377,54
Grayson County,Virginia,"15,550",441.785,35
Alleghany County,Virginia,"14,860",446.569,33
Accomack County,Virginia,"32,316",449.31,72
Smyth County,Virginia,"30,104",451.35,67
Wythe County,Virginia,"28,684",461.924,62
Hanover County,Virginia,"107,766",467.886,230
Nelson County,Virginia,"14,930",470.745,32
Russell County,Virginia,"26,586",473.524,56
Amherst County,Virginia,"31,605",473.962,67
Carroll County,Virginia,"29,791",474.744,63
Charlotte County,Virginia,"11,880",475.296,25
Patrick County,Virginia,"17,608",482.954,36
Sussex County,Virginia,"11,159",490.226,23
Louisa County,Virginia,"37,591",496.132,76
Buchanan County,Virginia,"21,004",502.854,42
Campbell County,Virginia,"54,885",503.207,109
Dinwiddie County,Virginia,"28,544",503.884,57
Shenandoah County,Virginia,"43,616",508.072,86
Loudoun County,Virginia,"413,538",515.765,802
Tazewell County,Virginia,"40,595",518.791,78
Caroline County,Virginia,"30,725",527.61,58
Bath County,Virginia,"4,147",529.202,8
Scott County,Virginia,"21,566",535.827,40
Botetourt County,Virginia,"33,419",541.277,62
Washington County,Virginia,"53,740",561.161,96
Brunswick County,Virginia,"16,231",566.234,29
Buckingham County,Virginia,"17,148",579.623,30
Rockbridge County,Virginia,"22,573",596.543,38
Southampton County,Virginia,"17,631",599.196,29
Mecklenburg County,Virginia,"30,587",625.31,49
Fauquier County,Virginia,"71,222",648.006,110
Franklin County,Virginia,"56,042",690.622,81
Albemarle County,Virginia,"109,330",720.47,152
Bedford County,Virginia,"78,997",760.083,104
Halifax County,Virginia,"33,911",817.731,41
Rockingham County,Virginia,"81,948",849.789,96
Augusta County,Virginia,"75,558",967.073,78
Pittsylvania County,Virginia,"60,354",969.003,62
San Juan County,Washington,"17,582",173.912,101
Island County,Washington,"85,141",208.512,408
Wahkiakum County,Washington,"4,488",262.921,17
Kitsap County,Washington,"271,473",395.126,687
Clark County,Washington,"488,241",628.484,777
Asotin County,Washington,"22,582",636.075,36
Garfield County,Washington,"2,225",710.835,3
Thurston County,Washington,"290,536",722.49,402
Columbia County,Washington,"3,985",868.585,5
Pacific County,Washington,"22,471",933.609,24
Mason County,Washington,"66,768",959.556,70
Cowlitz County,Washington,"110,593",1141.173,97
Franklin County,Washington,"95,222",1241.596,77
Walla Walla County,Washington,"60,760",1270.033,48
Pend Oreille County,Washington,"13,724",1400.259,10
Skamania County,Washington,"12,083",1658.282,7
Pierce County,Washington,"904,980",1668.049,543
Benton County,Washington,"204,390",1700.097,120
Skagit County,Washington,"129,205",1730.221,75
Clallam County,Washington,"77,331",1738.683,44
Spokane County,Washington,"522,798",1763.894,296
Jefferson County,Washington,"32,221",1803.724,18
Douglas County,Washington,"43,429",1819.263,24
Klickitat County,Washington,"22,425",1871.636,12
Grays Harbor County,Washington,"75,061",1901.463,39
Adams County,Washington,"19,983",1924.989,10
Snohomish County,Washington,"822,083",2086.524,394
Whatcom County,Washington,"229,247",2107.877,109
King County,Washington,"2,252,782",2115.283,1065
Whitman County,Washington,"50,104",2159.261,23
Ferry County,Washington,"7,627",2203.238,3
Kittitas County,Washington,"47,935",2297.309,21
Lincoln County,Washington,"10,939",2310.598,5
Lewis County,Washington,"80,707",2402.783,34
Stevens County,Washington,"45,723",2477.395,18
Grant County,Washington,"97,733",2679.501,36
Chelan County,Washington,"77,200",2921.179,26
Yakima County,Washington,"250,873",4294.512,58
Okanogan County,Washington,"42,243",5266.188,8
Lincoln County,West Virginia,"20,409",437.04,47
Hancock County,West Virginia,"28,810",82.609,349
Ohio County,West Virginia,"41,411",105.83,391
Roane County,West Virginia,"13,688",483.563,28
Boone County,West Virginia,"21,457",501.534,43
Cabell County,West Virginia,"91,945",281.02,327
Grant County,West Virginia,"11,568",477.372,24
Wyoming County,West Virginia,"20,394",499.47,41
Doddridge County,West Virginia,"8,448",319.723,26
Putnam County,West Virginia,"56,450",345.678,163
Marshall County,West Virginia,"30,531",305.431,100
Wetzel County,West Virginia,"15,065",358.067,42
Marion County,West Virginia,"56,072",308.753,182
Lewis County,West Virginia,"15,907",386.929,41
Gilmer County,West Virginia,"7,823",338.503,23
Barbour County,West Virginia,"16,441",341.059,48
Preston County,West Virginia,"33,432",648.814,52
Tyler County,West Virginia,"8,591",256.302,34
Hampshire County,West Virginia,"23,175",640.402,36
Mineral County,West Virginia,"26,868",327.867,82
McDowell County,West Virginia,"17,624",533.458,33
Mason County,West Virginia,"26,516",430.767,62
Calhoun County,West Virginia,"7,109",279.25,25
Wayne County,West Virginia,"39,402",506.006,78
Greenbrier County,West Virginia,"34,662",1019.813,34
Pocahontas County,West Virginia,"8,247",940.239,9
Randolph County,West Virginia,"28,695",1039.7,28
Mingo County,West Virginia,"23,424",423.14,55
Webster County,West Virginia,"8,114",553.47,15
Fayette County,West Virginia,"42,406",661.613,64
Ritchie County,West Virginia,"9,554",451.99,21
Harrison County,West Virginia,"67,256",416.008,162
Pendleton County,West Virginia,"6,969",696.049,10
Tucker County,West Virginia,"6,839",419.044,16
Morgan County,West Virginia,"17,884",229.073,78
Mercer County,West Virginia,"58,758",418.962,140
Berkeley County,West Virginia,"119,171",321.149,371
Pleasants County,West Virginia,"7,460",130.119,57
Jackson County,West Virginia,"28,576",464.359,62
Brooke County,West Virginia,"21,939",89.196,246
Hardy County,West Virginia,"13,776",582.316,24
Upshur County,West Virginia,"24,176",354.638,68
Clay County,West Virginia,"8,508",341.939,25
Monongalia County,West Virginia,"105,612",360.091,293
Kanawha County,West Virginia,"178,124",901.632,198
Raleigh County,West Virginia,"73,361",605.358,121
Monroe County,West Virginia,"13,275",472.754,28
Taylor County,West Virginia,"16,695",172.771,97
Nicholas County,West Virginia,"24,496",646.846,38
Wood County,West Virginia,"83,518",366.508,228
Jefferson County,West Virginia,"57,146",209.296,273
Wirt County,West Virginia,"5,821",232.511,25
Summers County,West Virginia,"12,573",360.592,35
Braxton County,West Virginia,"13,957",510.735,27
Logan County,West Virginia,"32,019",453.77,71
Pepin County,Wisconsin,"7,287",232.007,31
Ozaukee County,Wisconsin,"89,221",233.018,383
Milwaukee County,Wisconsin,"945,726",241.482,3916
Kenosha County,Wisconsin,"169,561",271.845,624
Calumet County,Wisconsin,"50,089",318.281,157
Racine County,Wisconsin,"196,311",332.59,590
Kewaunee County,Wisconsin,"20,434",342.454,60
Green Lake County,Wisconsin,"18,913",349.544,54
Menominee County,Wisconsin,"4,556",357.615,13
Washington County,Wisconsin,"136,034",430.644,316
Winnebago County,Wisconsin,"171,907",434.697,395
La Crosse County,Wisconsin,"118,016",451.769,261
Marquette County,Wisconsin,"15,574",455.712,34
Door County,Wisconsin,"27,668",481.963,57
Florence County,Wisconsin,"4,295",488.123,9
Sheboygan County,Wisconsin,"115,340",511.528,225
Brown County,Wisconsin,"264,542",530.092,499
Waukesha County,Wisconsin,"404,198",549.721,735
Walworth County,Wisconsin,"103,868",555.419,187
Jefferson County,Wisconsin,"84,769",556.491,152
Crawford County,Wisconsin,"16,131",570.648,28
Pierce County,Wisconsin,"42,754",574.018,74
Green County,Wisconsin,"36,960",584.044,63
Richland County,Wisconsin,"17,252",586.15,29
Manitowoc County,Wisconsin,"78,981",589.305,134
Waushara County,Wisconsin,"24,443",626.162,39
Lafayette County,Wisconsin,"16,665",633.588,26
Outagamie County,Wisconsin,"187,885",637.578,295
Eau Claire County,Wisconsin,"104,646",637.922,164
Adams County,Wisconsin,"20,220",645.646,31
Buffalo County,Wisconsin,"13,031",675.791,19
Rock County,Wisconsin,"163,354",718.145,227
Fond du Lac County,Wisconsin,"103,403",719.566,144
Trempealeau County,Wisconsin,"29,649",733.004,40
Waupaca County,Wisconsin,"50,990",747.694,68
Iron County,Wisconsin,"5,687",758.209,8
Iowa County,Wisconsin,"23,678",762.698,31
Columbia County,Wisconsin,"57,532",765.547,75
Juneau County,Wisconsin,"26,687",767.081,35
Vernon County,Wisconsin,"30,822",791.562,39
Wood County,Wisconsin,"72,999",793.016,92
Washburn County,Wisconsin,"15,720",797.114,20
Portage County,Wisconsin,"70,772",800.876,88
Burnett County,Wisconsin,"15,414",821.561,19
Sauk County,Wisconsin,"64,442",831.543,77
Dunn County,Wisconsin,"45,368",850.16,53
Vilas County,Wisconsin,"22,195",857.707,26
Barron County,Wisconsin,"45,244",863.041,52
Langlade County,Wisconsin,"19,189",870.698,22
Dodge County,Wisconsin,"87,839",875.697,100
Lincoln County,Wisconsin,"27,593",878.704,31
Shawano County,Wisconsin,"40,899",893.225,46
Monroe County,Wisconsin,"46,253",900.904,51
Rusk County,Wisconsin,"14,178",913.553,16
Polk County,Wisconsin,"43,783",914.32,48
Taylor County,Wisconsin,"20,343",975.051,21
Jackson County,Wisconsin,"20,643",987.915,21
Oconto County,Wisconsin,"37,930",997.481,38
Chippewa County,Wisconsin,"64,658",1008.355,64
Forest County,Wisconsin,"9,004",1014.244,9
Ashland County,Wisconsin,"15,562",1044.976,15
Oneida County,Wisconsin,"35,595",1113.942,32
Grant County,Wisconsin,"51,439",1146.879,45
Dane County,Wisconsin,"546,695",1196.485,457
Clark County,Wisconsin,"34,774",1209.696,29
Price County,Wisconsin,"13,351",1254.055,11
Sawyer County,Wisconsin,"16,558",1257.626,13
Douglas County,Wisconsin,"43,150",1304.293,33
Marinette County,Wisconsin,"40,350",1399.466,29
Bayfield County,Wisconsin,"15,036",1477.874,10
Marathon County,Wisconsin,"135,692",1545.178,88
St Croix County,Wisconsin,"90,687",722.454,126
Hot Springs County,Wyoming,"4,413",2004.429,2
Platte County,Wyoming,"8,393",2081.448,4
Uinta County,Wyoming,"20,226",2081.721,10
Goshen County,Wyoming,"13,211",2225.613,6
Washakie County,Wyoming,"7,805",2238.674,3
Weston County,Wyoming,"6,927",2398.005,3
Sheridan County,Wyoming,"30,485",2523.361,12
Niobrara County,Wyoming,"2,356",2626.028,1
Laramie County,Wyoming,"99,500",2685.864,37
Crook County,Wyoming,"7,584",2854.48,3
Big Horn County,Wyoming,"11,790",3136.957,4
Teton County,Wyoming,"23,464",3996.846,6
Lincoln County,Wyoming,"19,830",4075.337,5
Johnson County,Wyoming,"8,445",4154.152,2
Converse County,Wyoming,"13,822",4254.963,3
Albany County,Wyoming,"38,880",4274.327,9
Campbell County,Wyoming,"46,341",4802.065,10
Sublette County,Wyoming,"9,831",4886.482,2
Natrona County,Wyoming,"79,858",5340.538,15
Park County,Wyoming,"29,194",6939.039,4
Carbon County,Wyoming,"14,800",7897.803,2
Fremont County,Wyoming,"39,261",9183.59,4
Sweetwater County,Wyoming,"42,343",10426.98,4
