Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
NV-011,Eureka County,45.4,61,0.2414,45.2
NV-013,Humboldt County,48.5417,70,0.3884,48.2
NV-015,Lander County,47.4917,71,0.4213,47.1
NV-017,Lincoln County,53.8333,50,-0.0607,53.9
NV-019,Lyon County,50.5583,86,0.5121,50
NV-021,Mineral County,50.25,97,1.3688,48.9
NV-023,Nye County,51.3583,84,0.8813,50.5
NV-027,Pershing County,50.0167,59,0.1242,49.9
NV-029,Storey County,50.075,87,0.7036,49.4
NV-031,Washoe County,48.3917,68,0.2842,48.1
NV-033,White Pine County,45.05,55,0.0687,45
NV-510,Carson City,49.3667,82,0.5549,48.8
NH-001,Belknap County,44.5083,82,0.5837,43.9
NH-003,Carroll County,42.7667,78,0.529,42.2
NH-005,Cheshire County,45.2917,103,1.4188,43.9
NH-007,Coos County,38.925,73,0.4497,38.5
NH-009,Grafton County,41.6333,90,0.8101,40.8
NH-011,Hillsborough County,46.8833,109,1.7015,45.2
NH-013,Merrimack County,45.1833,99,1.1024,44.1
NH-015,Rockingham County,47.3667,102,1.2134,46.2
NH-017,Strafford County,45.575,83,0.5298,45
NH-019,Sullivan County,43.6,99,1.17,42.4
NJ-001,Atlantic County,55.8583,120,3.1866,52.7
NJ-003,Bergen County,53.5583,113,2.5663,51
NJ-005,Burlington County,55.8417,120,2.9415,52.9
NJ-007,Camden County,56.2,120,2.9124,53.3
NJ-009,Cape May County,56.2667,120,3.1383,53.1
NJ-011,Cumberland County,56.175,120,3.1105,53.1
NJ-013,Essex County,53.9917,114,2.7014,51.3
NJ-015,Gloucester County,56.2167,119,2.726,53.5
NJ-017,Hudson County,55.3083,112,2.5796,52.7
NJ-019,Hunterdon County,52.55,117,2.9935,49.6
NJ-021,Mercer County,54.775,118,2.9756,51.8
NJ-023,Middlesex County,54.9083,118,3.0338,51.9
NJ-025,Monmouth County,55.1667,120,3.1582,52
NJ-027,Morris County,51.4333,113,2.4958,48.9
NJ-029,Ocean County,55.2667,120,3.004,52.3
NJ-031,Passaic County,51.4333,111,2.2912,49.1
NJ-033,Salem County,56.2417,117,2.6702,53.6
NJ-035,Somerset County,53.6583,118,2.9593,50.7
NJ-037,Sussex County,49.6083,109,1.9768,47.6
NJ-039,Union County,54.6833,118,2.9047,51.8
NJ-041,Warren County,50.9917,115,2.7547,48.2
NM-001,Bernalillo County,53.7,96,1.5053,52.2
NM-003,Catron County,48.85,101,1.1399,47.7
NM-005,Chaves County,60.9917,124,3.1689,57.8
NM-006,Cibola County,49.0167,86,0.7475,48.3
NM-007,Colfax County,47.025,73,0.4066,46.6
NM-009,Curry County,57.875,118,2.4207,55.5
NM-011,De Baca County,59.3167,120,2.7893,56.5
NM-013,Dona Ana County,62.5083,120,2.3849,60.1
NM-015,Eddy County,63.1833,121,2.6883,60.5
NM-017,Grant County,56.75,116,1.8827,54.9
NM-019,Guadalupe County,55.8167,111,1.7344,54.1
NM-021,Harding County,54.65,107,1.3758,53.3
NM-023,Hidalgo County,60.5667,111,1.6149,59
NM-025,Lea County,61.2167,112,1.8178,59.4
NM-027,Lincoln County,55.3583,113,2.0352,53.3
NM-028,Los Alamos County,46.9083,84,0.7458,46.2
NM-029,Luna County,61.5083,113,1.7139,59.8
NM-031,McKinley County,49.1333,89,0.8308,48.3
NM-033,Mora County,48.4833,110,1.6253,46.9
NM-035,Otero County,58.5333,113,1.9906,56.5
NM-037,Quay County,57.95,108,1.5542,56.4
NM-039,Rio Arriba County,45.5917,98,1.0267,44.6
NM-041,Roosevelt County,58.65,114,2.2132,56.4
NM-043,Sandoval County,50.225,101,1.0694,49.2
NM-045,San Juan County,51.475,97,1.086,50.4
NM-047,San Miguel County,53.325,103,1.4583,51.9
NM-049,Santa Fe County,49.475,92,0.9942,48.5
NM-051,Sierra County,58.6083,116,2.03,56.6
NM-053,Socorro County,54.7417,108,1.7427,53
NM-055,Taos County,43.4583,107,1.3595,42.1
NM-057,Torrance County,51.3667,108,1.8072,49.6
NM-059,Union County,52.1083,76,0.5923,51.5
NM-061,Valencia County,55.55,101,1.5179,54
NY-001,Albany County,47.1583,91,0.822,46.3
NY-003,Allegany County,45.95,101,1.1775,44.8
NY-005,Bronx County,55.0417,109,2.4218,52.6
NY-007,Broome County,46.1333,76,0.4572,45.7
NY-009,Cattaraugus County,45.9,99,1.1947,44.7
NY-011,Cayuga County,46.05,55,-0.0283,46.1
NY-013,Chautauqua County,47.2833,102,1.3775,45.9
NY-015,Chemung County,47.0667,99,1.1787,45.9
NY-017,Chenango County,45.0417,83,0.6178,44.4
NY-019,Clinton County,42.4083,78,0.6297,41.8
NY-021,Columbia County,48.1917,98,1.1147,47.1
NY-023,Cortland County,44.4917,71,0.2854,44.2
NY-025,Delaware County,44.425,82,0.6179,43.8
NY-027,Dutchess County,49.7583,109,1.9838,47.8
NY-029,Erie County,47.05,90,0.8478,46.2
NY-031,Essex County,40.6,61,0.2078,40.4
NY-033,Franklin County,40.8417,74,0.5763,40.3
NY-035,Fulton County,44.0167,75,0.3197,43.7
NY-037,Genesee County,46.4417,73,0.4061,46
NY-039,Greene County,45.7583,86,0.7383,45
NY-041,Hamilton County,40.05,67,0.282,39.8
NY-043,Herkimer County,42,69,0.2376,41.8
NY-045,Jefferson County,44.0917,79,0.4868,43.6
NY-047,Kings County,55.45,110,2.4041,53
NY-049,Lewis County,41.8833,82,0.595,41.3
NY-051,Livingston County,47.1833,91,0.8711,46.3
NY-053,Madison County,44.8,84,0.6669,44.1
NY-055,Monroe County,47.4083,77,0.5463,46.9
NY-057,Montgomery County,46.025,61,0.1098,45.9
NY-059,Nassau County,54.25,109,2.3422,51.9
NY-061,New York County,55.3583,111,2.482,52.9
NY-063,Niagara County,47.2583,72,0.2904,47
NY-065,Oneida County,44.4833,75,0.4614,44
NY-067,Onondaga County,46.2,79,0.475,45.7
NY-069,Ontario County,46.725,72,0.4247,46.3
NY-071,Orange County,49.8,108,1.9084,47.9
NY-073,Orleans County,46.775,68,0.1614,46.6
NY-075,Oswego County,45.525,83,0.5915,44.9
NY-077,Otsego County,44.0417,56,0.0737,44
NY-079,Putnam County,50.5,110,2.2247,48.3
NY-081,Queens County,54.925,109,2.2152,52.7
NY-083,Rensselaer County,46.9667,100,1.3054,45.7
NY-085,Richmond County,55.5833,116,2.7973,52.8
NY-087,Rockland County,52.1333,111,2.4239,49.7
NY-089,St. Lawrence County,42.375,74,0.5319,41.8
NY-091,Saratoga County,45.875,94,0.9877,44.9
NY-093,Schenectady County,46.7667,92,0.8206,45.9
NY-095,Schoharie County,44.475,58,0.0117,44.5
NY-097,Schuyler County,46.3333,86,0.8064,45.5
NY-099,Seneca County,46.9417,54,-0.0442,47
NY-101,Steuben County,46.1667,97,1.0098,45.2
NY-103,Suffolk County,52.6333,109,2.2903,50.3
NY-105,Sullivan County,46.6583,106,1.4603,45.2
NY-107,Tioga County,46.4,81,0.5636,45.8
NY-109,Tompkins County,45.7083,64,0.1175,45.6
NY-111,Ulster County,47.4417,101,1.4257,46
NY-113,Warren County,42.9417,85,0.6559,42.3
NY-115,Washington County,45.6083,98,1.0744,44.5
NY-117,Wayne County,46.3667,41,-0.3124,46.7
NY-119,Westchester County,52.5083,112,2.4878,50
NY-121,Wyoming County,45.5583,91,0.8939,44.7
NY-123,Yates County,46.725,79,0.5462,46.2
NC-001,Alamance County,60.575,126,2.4356,58.1
NC-003,Alexander County,59.4583,127,2.3583,57.1
NC-005,Alleghany County,53.725,127,2.8233,50.9
NC-007,Anson County,63.9,128,3.1256,60.8
NC-009,Ashe County,52.325,127,2.4516,49.9
NC-011,Avery County,52.2583,128,3.108,49.2
NC-013,Beaufort County,63.9083,128,2.9167,61
NC-015,Bertie County,62.4833,128,3.0892,59.4
NC-017,Bladen County,64.1167,128,2.4703,61.6
NC-019,Brunswick County,65.1083,128,2.6527,62.5
NC-021,Buncombe County,55.8917,128,2.6974,53.2
NC-023,Burke County,59.3833,128,2.5592,56.8
NC-025,Cabarrus County,61.9917,128,2.6238,59.4
NC-027,Caldwell County,58.9083,128,2.4851,56.4
NC-029,Camden County,62.4167,127,3.2445,59.2
NC-031,Carteret County,65.4417,128,3.1047,62.3
NC-033,Caswell County,59.8667,123,2.2082,57.7
NC-035,Catawba County,60.6083,128,2.6878,57.9
NC-037,Chatham County,61.6917,127,2.5768,59.1
NC-039,Cherokee County,57.8917,124,2.1388,55.8
NC-041,Chowan County,63.05,128,3.2881,59.8
NC-043,Clay County,56.825,128,2.6732,54.2
NC-045,Cleveland County,61.0083,127,2.4518,58.6
NC-047,Columbus County,64.5,127,2.4117,62.1
NC-049,Craven County,64.3833,128,3.1369,61.2
NC-051,Cumberland County,64.05,128,2.902,61.1
NC-053,Currituck County,62.6583,127,3.2841,59.4
NC-055,Dare County,64.0417,128,2.8881,61.2
NC-057,Davidson County,60.5917,126,2.5775,58
NC-059,Davie County,60.1833,128,2.8889,57.3
NC-061,Duplin County,63.55,127,2.544,61
NC-063,Durham County,60.7917,126,2.5158,58.3
NC-065,Edgecombe County,62.2083,127,2.678,59.5
NC-067,Forsyth County,60.0333,128,2.9802,57.1
NC-069,Franklin County,61.2083,127,2.9464,58.3
NC-071,Gaston County,62.4,128,3.4678,58.9
NC-073,Gates County,61.7833,128,2.8409,58.9
NC-075,Graham County,55.8333,126,2.2504,53.6
NC-077,Granville County,60.2583,127,2.8145,57.4
NC-079,Greene County,63.3417,128,2.8224,60.5
NC-081,Guilford County,60.325,124,2.6555,57.7
NC-083,Halifax County,61.4583,128,2.8674,58.6
NC-085,Harnett County,63.2833,128,2.9596,60.3
NC-087,Haywood County,52.9333,128,2.585,50.3
NC-089,Henderson County,57.025,125,2.4128,54.6
NC-091,Hertford County,61.6833,128,2.7761,58.9
NC-093,Hoke County,63.9083,128,3.1995,60.7
NC-095,Hyde County,64.6,128,2.8973,61.7
NC-097,Iredell County,60.45,128,2.9676,57.5
NC-099,Jackson County,54.3667,128,2.5054,51.9
NC-101,Johnston County,63.05,127,2.8796,60.2
NC-103,Jones County,64.125,128,3.1614,61
NC-105,Lee County,62.55,128,2.8361,59.7
NC-107,Lenoir County,63.7,128,2.9438,60.8
NC-109,Lincoln County,61.4083,128,3.1171,58.3
NC-111,McDowell County,58.8917,128,3.0491,55.8
NC-113,Macon County,55.7083,128,2.7232,53
NC-115,Madison County,56.5333,128,2.7523,53.8
NC-117,Martin County,62.925,128,3.1035,59.8
NC-119,Mecklenburg County,62.6083,128,3.2041,59.4
NC-121,Mitchell County,53.4167,128,2.7733,50.6
NC-123,Montgomery County,62.9333,128,3.0983,59.8
NC-125,Moore County,63.075,128,3.1931,59.9
NC-127,Nash County,61.6,127,2.7741,58.8
NC-129,New Hanover County,65.4083,128,2.9644,62.4
NC-131,Northampton County,61.3167,128,2.7861,58.5
NC-133,Onslow County,64.7667,128,3.1783,61.6
NC-135,Orange County,60.4,126,2.4774,57.9
NC-137,Pamlico County,64.7083,127,2.7582,62
NC-139,Pasquotank County,62.6417,127,3.2728,59.4
NC-141,Pender County,64.6,128,2.8723,61.7
NC-143,Perquimans County,62.7833,127,3.2543,59.5
NC-145,Person County,59.6167,127,2.5437,57.1
NC-147,Pitt County,63.35,128,2.8505,60.5
NC-149,Polk County,60.5417,123,2.222,58.3
NC-151,Randolph County,61.2,124,2.4628,58.7
NC-153,Richmond County,64.0417,127,3.3327,60.7
NC-155,Robeson County,64.6417,128,2.9072,61.7
NC-157,Rockingham County,59.9,127,2.4883,57.4
NC-159,Rowan County,60.8833,128,2.625,58.3
NC-161,Rutherford County,60.775,125,2.4938,58.3
NC-163,Sampson County,63.4833,127,2.5029,61
NC-165,Scotland County,64.4667,128,3.4537,61
NC-167,Stanly County,62.8,128,2.8092,60
NC-169,Stokes County,59.5167,128,3.0685,56.4
NC-171,Surry County,58.5417,128,3.0558,55.5
NC-173,Swain County,53.7917,126,2.2022,51.6
NC-175,Transylvania County,56.1417,128,2.8435,53.3
NC-177,Tyrrell County,63.8417,128,3.1416,60.7
NC-179,Union County,63.1,128,3.0229,60.1
NC-181,Vance County,60.5667,128,3.0382,57.5
NC-183,Wake County,61.875,128,2.6999,59.2
NC-185,Warren County,60.9,127,3.079,57.8
NC-187,Washington County,63.3833,128,3.2485,60.1
NC-189,Watauga County,52.75,128,2.7587,50
NC-191,Wayne County,63.4,128,2.8509,60.5
NC-193,Wilkes County,58.6,128,2.8685,55.7
NC-195,Wilson County,62.6167,128,2.7329,59.9
NC-197,Yadkin County,59.6167,128,3.1063,56.5
NC-199,Yancey County,53.225,128,2.7827,50.4
ND-001,Adams County,39.175,18,-2.2867,41.5
ND-003,Barnes County,37.9917,21,-1.6974,39.7
ND-005,Benson County,36.7333,30,-1.2079,37.9
ND-007,Billings County,39.6583,22,-1.8398,41.5
ND-009,Bottineau County,36.6333,33,-1.2235,37.9
ND-011,Bowman County,39.9333,19,-2.0777,42
ND-013,Burke County,36.325,31,-1.3548,37.7
ND-015,Burleigh County,38.4667,23,-1.7237,40.2
ND-017,Cass County,38.6583,21,-1.8069,40.5
ND-019,Cavalier County,35.4833,42,-0.6598,36.1
ND-021,Dickey County,38.7333,9,-2.3504,41.1
ND-023,Divide County,37.1417,39,-0.7888,37.9
ND-025,Dunn County,39.175,24,-1.6072,40.8
ND-027,Eddy County,36.9333,23,-1.6727,38.6
ND-029,Emmons County,38.7833,10,-2.6211,41.4
ND-031,Foster County,36.9583,17,-2.0033,39
ND-033,Golden Valley County,39.6583,17,-2.2567,41.9
ND-035,Grand Forks County,37.2917,22,-1.6633,39
ND-037,Grant County,39.1,13,-2.3948,41.5
ND-039,Griggs County,36.775,19,-1.7748,38.5
ND-041,Hettinger County,38.9083,19,-2.2243,41.1
ND-043,Kidder County,37.4917,20,-1.9681,39.5
ND-045,LaMoure County,38.5,15,-2.1248,40.6
ND-047,Logan County,37.6583,14,-2.3262,40
ND-049,McHenry County,37.65,28,-1.4641,39.1
ND-051,McIntosh County,37.4667,7,-2.9755,40.4
ND-053,McKenzie County,39.275,28,-1.4035,40.7
ND-055,McLean County,38.525,23,-1.5533,40.1
ND-057,Mercer County,39.025,20,-1.874,40.9
ND-059,Morton County,38.975,16,-2.0997,41.1
ND-061,Mountrail County,37.4083,27,-1.4716,38.9
ND-063,Nelson County,36.2917,26,-1.475,37.8
ND-065,Oliver County,38.55,14,-2.3856,40.9
ND-067,Pembina County,37.225,55,-0.3167,37.5
ND-069,Pierce County,36.5917,36,-1.1049,37.7
ND-071,Ramsey County,36.3417,27,-1.2602,37.6
ND-073,Ransom County,38.7667,13,-2.222,41
ND-075,Renville County,37.2667,32,-1.3968,38.7
ND-077,Richland County,39.6667,22,-1.7566,41.4
ND-079,Rolette County,35.6583,47,-0.476,36.1
ND-081,Sargent County,38.8083,11,-2.6267,41.4
ND-083,Sheridan County,38.0333,34,-1.1708,39.2
ND-085,Sioux County,39.4,8,-2.6187,42
ND-087,Slope County,39.9417,19,-2.1036,42
ND-089,Stark County,39.1667,20,-2.0171,41.2
ND-091,Steele County,36.5333,8,-2.5378,39.1
ND-093,Stutsman County,37.7333,19,-1.9433,39.7
ND-095,Towner County,35.9917,50,-0.3998,36.4
ND-097,Traill County,37.5917,8,-2.3688,40
ND-099,Walsh County,36.9667,37,-0.9298,37.9
ND-101,Ward County,37.8333,28,-1.4827,39.3
ND-103,Wells County,36.8583,20,-1.8214,38.7
ND-105,Williams County,38.2667,36,-0.934,39.2
OH-001,Adams County,54.7917,118,1.9939,52.8
OH-003,Allen County,51.675,105,1.6361,50
OH-005,Ashland County,50.8333,115,2.1925,48.6
OH-007,Ashtabula County,49.7833,114,2.3329,47.5
OH-009,Athens County,54.0083,118,2.0728,51.9
OH-011,Auglaize County,51.3833,102,1.3133,50.1
OH-013,Belmont County,52.35,110,1.7242,50.6
OH-015,Brown County,54.3333,116,1.9491,52.4
OH-017,Butler County,53.9,106,1.6487,52.3
OH-019,Carroll County,51.6417,119,2.4233,49.2
OH-021,Champaign County,51.6417,101,1.4122,50.2
OH-023,Clark County,52.5417,108,1.7304,50.8
OH-025,Clermont County,54.9417,118,2.0927,52.8
OH-027,Clinton County,53.3667,113,2.0223,51.3
OH-029,Columbiana County,50.7833,110,1.9221,48.9
OH-031,Coshocton County,52.1167,114,2.1148,50
OH-033,Crawford County,51.225,119,2.2174,49
OH-035,Cuyahoga County,51.6917,117,2.4561,49.2
OH-037,Darke County,52,112,1.7471,50.3
OH-039,Defiance County,50.1083,88,0.8072,49.3
OH-041,Delaware County,52.55,111,1.7551,50.8
OH-043,Erie County,51.5167,104,1.4143,50.1
OH-045,Fairfield County,53.4833,120,2.1623,51.3
OH-047,Fayette County,53.1167,111,1.9857,51.1
OH-049,Franklin County,53.6917,116,1.987,51.7
OH-051,Fulton County,50.3917,102,1.6001,48.8
OH-053,Gallia County,55.1167,115,1.6682,53.4
OH-055,Geauga County,49.7583,116,2.5424,47.2
OH-057,Greene County,53.2833,110,1.9178,51.4
OH-059,Guernsey County,52.275,109,1.6418,50.6
OH-061,Hamilton County,55.1833,117,2.0249,53.2
OH-063,Hancock County,52.075,117,2.2695,49.8
OH-065,Hardin County,52.2417,119,2.4558,49.8
OH-067,Harrison County,52.0417,117,2.1402,49.9
OH-069,Henry County,51.1083,102,1.629,49.5
OH-071,Highland County,53.6,111,1.9531,51.6
OH-073,Hocking County,53.4583,120,2.0818,51.4
OH-075,Holmes County,51.325,115,2.1368,49.2
OH-077,Huron County,50.825,107,1.5468,49.3
OH-079,Jackson County,54.5167,119,2.0779,52.4
OH-081,Jefferson County,52.0667,113,1.7555,50.3
OH-083,Knox County,51.0667,110,1.7559,49.3
OH-085,Lake County,51.0583,119,2.6595,48.4
OH-087,Lawrence County,56.0917,123,2.4783,53.6
OH-089,Licking County,52.2917,116,1.9373,50.4
OH-091,Logan County,51.35,106,1.6508,49.7
OH-093,Lorain County,51.4333,108,1.6868,49.7
OH-095,Lucas County,52,113,2.2768,49.7
OH-097,Madison County,52.7917,113,1.8536,50.9
OH-099,Mahoning County,50.4,115,2.2824,48.1
OH-101,Marion County,52.2167,118,2.2055,50
OH-103,Medina County,51.3833,117,2.3184,49.1
OH-105,Meigs County,54.375,111,1.5486,52.8
OH-107,Mercer County,51.075,98,1.1503,49.9
OH-109,Miami County,53.125,118,2.1677,51
OH-111,Monroe County,53.0583,118,1.8208,51.2
OH-113,Montgomery County,53.6833,113,2.0609,51.6
OH-115,Morgan County,53.5583,118,2.093,51.5
OH-117,Morrow County,51.025,110,1.832,49.2
OH-119,Muskingum County,52.9833,120,2.1923,50.8
OH-121,Noble County,53.1083,115,1.9219,51.2
OH-123,Ottawa County,51.6917,106,1.5627,50.1
OH-125,Paulding County,50.425,86,0.7204,49.7
OH-127,Perry County,52.9417,118,2.1092,50.8
OH-129,Pickaway County,54.5,122,2.3573,52.1
OH-131,Pike County,54.7083,121,2.3097,52.4
OH-133,Portage County,50.9,121,2.9983,47.9
OH-135,Preble County,52.2583,106,1.5444,50.7
OH-137,Putnam County,51.3917,100,1.5082,49.9
OH-139,Richland County,50.7083,119,2.3631,48.3
OH-141,Ross County,54.475,120,2.317,52.2
OH-143,Sandusky County,51.4417,100,1.3486,50.1
OH-145,Scioto County,55.3917,122,2.4077,53
OH-147,Seneca County,51.2083,105,1.553,49.7
OH-149,Shelby County,51.6,104,1.4622,50.1
OH-151,Stark County,51.975,121,3.1817,48.8
OH-153,Summit County,52.1667,122,3.2148,49
OH-155,Trumbull County,50.225,115,2.4993,47.7
OH-157,Tuscarawas County,52.0833,118,2.2812,49.8
OH-159,Union County,52.2833,111,1.7802,50.5
OH-161,Van Wert County,50.775,93,0.8964,49.9
OH-163,Vinton County,53.8667,118,1.9807,51.9
OH-165,Warren County,54.1333,109,1.9058,52.2
OH-167,Washington County,54.6167,120,2.3611,52.3
OH-169,Wayne County,51.1667,116,2.1565,49
OH-171,Williams County,49.3167,93,0.8967,48.4
OH-173,Wood County,51.9083,110,2.0195,49.9
OH-175,Wyandot County,52.3417,119,2.4882,49.9
OK-001,Adair County,58.8583,75,0.2816,58.6
OK-003,Alfalfa County,58.1167,68,0.0948,58
OK-005,Atoka County,62.325,83,0.3502,62
OK-007,Beaver County,56.6583,61,-0.0659,56.7
OK-009,Beckham County,60.0417,84,0.6837,59.4
OK-011,Blaine County,59.3083,77,0.3377,59
OK-013,Bryan County,63.1917,89,0.5388,62.7
OK-015,Caddo County,60.425,83,0.4906,59.9
OK-017,Canadian County,60.05,82,0.6101,59.4
OK-019,Carter County,62.075,50,-0.377,62.5
OK-021,Cherokee County,59.3083,58,-0.1942,59.5
OK-023,Choctaw County,62.9,91,0.7178,62.2
OK-025,Cimarron County,54.0583,41,-0.4868,54.5
OK-027,Cleveland County,60.5583,68,0.0405,60.5
OK-029,Coal County,62.0333,74,0.15,61.9
OK-031,Comanche County,61.5667,79,0.3364,61.2
OK-033,Cotton County,62.725,77,0.3071,62.4
OK-035,Craig County,58.1417,42,-0.4793,58.6
OK-037,Creek County,60.1333,75,0.2482,59.9
OK-039,Custer County,59.2417,75,0.3703,58.9
OK-041,Delaware County,58.2333,51,-0.2738,58.5
OK-043,Dewey County,58.1833,68,0.0188,58.2
OK-045,Ellis County,57.5833,77,0.2831,57.3
OK-047,Garfield County,58.8833,77,0.2768,58.6
OK-049,Garvin County,61.3167,55,-0.2413,61.6
